Text,Category
concerns at school diploma plan final appeals are being made for the government not to ditch the reform plan for england s secondary schools put forward by the tomlinson report. the government s response to the plan for a four-tier diploma to replace all existing 14-19 qualifications is expected next week.,politics
film production  falls  40% in uk the number of british films produced in the uk fell 40% in 2004  with movies starring johnny depp and jude law among those affected  screen daily has said. twenty-seven british films were made in the uk last year following a drop in funding  compared with 45 in 2003  according to the trade weekly.,entertainment
asia shares defy post-quake gloom indonesian  indian and hong kong stock markets reached record highs. investors seemed to feel that some of the worst-affected areas were so under-developed that the tragedy would have little impact on asia s listed firms.,business
vera drake leads uk oscar hopes mike leigh s film vera drake will lead british hopes at this year s academy awards after getting three nominations. imelda staunton was nominated for best actress for her role in the abortion drama  while leigh received nods for best director and original screenplay.,entertainment
new drink limit  would cut toll  more lives than previously thought could be saved by cutting drink-drive limits by a third  a report says. university college london research claims cutting the limit from 80mg of alcohol per 100ml of blood to 50mg would save 65 lives a year.,politics
brown s poll campaign move denied the government has denied reports that gordon brown is preparing to oust alan milburn as labour s election supremo. work and pensions minister alan johnson said it was wrong to suggest the chancellor would usurp mr milburn  adding they would  work as a team .,politics
fa charges liverpool and millwall liverpool and millwall have been charged by the football association over crowd trouble during their carling cup match on 26 october. millwall  who lost the match 3-0  have also been charged over alleged racist behaviour by their supporters.,sport
mac mini heralds mini revolution the mac mini was launched amid much fanfare by apple and great excitement by apple watchers last month. but does the latest macintosh justify the hype  let us get a few things dealt with at the outset - yes  the mac mini is really  really small  and yes  it is another piece of inspired apple design.,tech
fiat mulls ferrari market listing ferrari could be listed on the stock market as part of an overhaul of fiat s carmaking operations  the financial times has reported. it said fiat was set to restructure its business after reaching a $2bn (1.53bn euros; £1.05bn) settlement with gm about fiat s ownership.,business
animation charms japan box office oscar-winning director hayao miyazaki s latest film has set a new japanese box office record  with 1.5bn yen ($14.3m) in two days  according to reports. howl s moving castle is the follow-up to miyazaki s spirited away  which won best animation at last year s oscars.,entertainment
sbc plans post-takeover job cuts us phone company sbc communications said it expects to cut around 12 800 jobs following its $16bn (£8.5bn) takeover of former parent at&t. sbc said 5 125 positions would go as a result of network efficiencies.,business
finnan says irish can win group steve finnan believes the republic of ireland can qualify directly for the world cup finals. after saturday s superb display in the draw in paris  ireland face minnows the faroe islands in dublin on wednesday.,sport
spears seeks aborted tour payment singer britney spears is suing eight insurance companies that have refused to reimburse her for cancelling her 2004 world tour. the pop star cancelled her onyx hotel tour last june after suffering a knee injury during a video shoot.,entertainment
glastonbury fans to get id cards fans who buy tickets for this year s glastonbury festival will be issued with photo id cards in an attempt to beat touts  it has been confirmed. the cards will include a photograph of the ticket-holder plus an electronic chip with their details to prevent tickets being sold on or forged.,entertainment
campbell returns to election team ex-downing street media chief alastair campbell will return to the fold to strengthen labour s general election campaign  the party has confirmed. mr campbell has consistently made public his keenness to play a part in the poll  expected in may.,politics
super union  merger plan touted two of britain s big trade unions could merge to form a  super union  of two million members. the move by amicus and the transport and general workers union (tgwu) would be a seen as a bid to carry more weight with ministers and employers.,politics
black sabbath top rock album poll black sabbath have topped a list of the best british rock albums of all time. the band once fronted by ozzy osbourne led a poll of kerrang! magazine readers with their 1970 self-titled debut.,entertainment
lacroix label bought by us firm luxury goods group lvmh has sold its loss-making christian lacroix clothing label to a us investment group. the paris-based firm has been shedding non-core businesses and focusing on its most profitable brands including moet & chandon champagne and louis vuitton.,business
original exorcist to be screened the original version of horror prequel exorcist: the beginning  dropped by producers over claims it was not scary enough  is to have its world premiere. the film  directed by paul schrader  will be screened on 18 march at the international festival of fantastic film in brussels.,entertainment
borders 19-20 ulster ulster clung on for a morale-boosting celtic league win over bottom club borders at netherdale on friday night. a late try by borders substitute jonny weston had set up a dramatic finish  but the scottish side could not complete the fightback.,sport
gadget show heralds mp3 christmas partners of those who love their hi-tech gear may want to get their presents in early as experts predict a gadget shortage this christmas. with apple s ipod topping wish lists again  there may not be enough ipod minis to go round  predicts oliver irish  editor of gadget magazine stuff.,tech
fast lifts rise into record books two high-speed lifts at the world s tallest building have been officially recognised as the planet s fastest. the lifts take only 30 seconds to whisk passengers to the top of the 508m tall tfc 101 tower in taipei  taiwan.,tech
insurance bosses plead guilty another three us insurance executives have pleaded guilty to fraud charges stemming from an ongoing investigation into industry malpractice. two executives from american international group (aig) and one from marsh & mclennan were the latest.,business
tottenham bid &#163;8m for forest duo nottingham forest have confirmed they have received an £8m bid from tottenham for andy reid and michael dawson. reid rejected a move to southampton after forest accepted a cash-plus-players offer while spurs had made previous bids for the 22-year-old.,sport
man utd through after exeter test manchester united avoided an fa cup upset by edging past exeter city in their third round replay. cristiano ronaldo scored the opener  slipping the ball between paul jones  legs after just nine minutes.,sport
aaliyah claim dismissed by court late r&b star aaliyah s record company has failed in an attempt to sue the video producer who booked the ill-fated flight on which she died in 2001. a new york appeals court has told blackground records that only the singer s parents had the right to launch a claim for wrongful death.,entertainment
indie film nominations announced mike leigh s award-winning abortion drama vera drake has scooped seven nominations at this year s british independent film awards. but the venice winner faces stiff competition from shane meadows  critically acclaimed dead man s shoes  which received eight nominations.,entertainment
man utd to open books to glazer manchester united s board has agreed to give us tycoon malcolm glazer access to its books. earlier this month  mr glazer presented the board with detailed proposals on an offer to buy the football club.,business
charity single for quake relief singers including sir cliff richard and boy george are recording a charity single to help raise funds for victims of the asian tsunami. they hope the song will raise more than £2m for the relief fund.,entertainment
prodigy join v festival line-up essex act prodigy are to headline the second stage at this year s v festival  joining main stage headliners scissor sisters and franz ferdinand. the event  which is in its 10th year  will be held at two venues - hylands park in essex and weston park in staffordshire on 20 and 21 august.,entertainment
mobiles  not media players yet  mobiles are not yet ready to be all-singing  all-dancing multimedia devices which will replace portable media players  say two reports. despite moves to bring music download services to mobiles  people do not want to trade multimedia services with size and battery life  said jupiter.,tech
dominici backs lacklustre france wing christophe dominici says france can claim another six nations grand slam despite two lacklustre wins so far against scotland and england. the champions only just saw off the scots in paris  then needed england to self-destruct in last week s 18-17 win.,sport
final hunts held as ban looms hunts in england and wales have begun on the last day that hunting with dogs is legal  with more due out later. thousands of supporters are expected to turn out at more than 250 meets  many of which have altered their normal schedules to be out on a thursday.,politics
hague s six-figure earnings shown the rewards of leaving front-bench politics are shown in the latest annual register of members  interests. the register shows former tory leader william hague earning up to £820 000 on top of his mps  salary  much of it from speaking fees.,politics
oscar nominee dan o herlihy dies irish actor dan o herlihy  who was nominated for best actor at the 1955 oscars  has died at the age of 85. o herlihy  whose oscar nomination was for luis bunuel s the adventures of robinson crusoe  died at his home in malibu  california  a spokesman said.,entertainment
dibaba breaks 5 000m world record ethiopia s tirunesh dibaba set a new world record in winning the women s 5 000m at the boston indoor games. dibaba won in 14 minutes 32.93 seconds to erase the previous world indoor mark of 14:39.29 set by another ethiopian  berhane adera  in stuttgart last year.,sport
ukip candidate suspended eurosceptic party ukip have suspended a candidate for allegedly suggesting the criminally insane should be killed. john houston  54  was due to stand in the east kilbride seat in lanarkshire at the next election.,politics
wada will appeal against ruling the world anti-doping agency (wada) will appeal against the acquittal of kostas kenteris and katerina thanou on doping charges  if the iaaf does not. the pair were cleared of charges relating to missing dope tests by the greek athletics federation last week.,sport
halo fans  hope for sequel xbox video game halo 2 has been released in the us on 9 november  with a uk release two days later. why is the game among the most anticipated of all time   halo is considered by many video game pundits to be one of the finest examples of interactive entertainment ever produced and more than 1.5 million people worldwide have pre-ordered the sequel.,tech
internet boom for gift shopping cyberspace is becoming a very popular destination for christmas shoppers. forecasts predict that british people will spend £4bn buying gifts online during the festive season  an increase of 64% on 2003.,tech
mcconnell in  drunk  remark row scotland s first minister has told a group of high school pupils that it is okay to get drunk  once in a while . jack mcconnell was speaking to more than 100 secondary pupils from schools in the highlands about the problems of binge drinking and drink promotions.,politics
probe launched on ken nazi jibe an investigation by the standards board is under way following allegations that ken livingstone has brought his office into disrepute. the probe follows the london mayor s comments to a jewish journalist comparing him to a concentration camp guard  after a party about a week ago.,politics
business fears over sluggish eu economy as european leaders gather in rome on friday to sign the new eu constitution  many companies will be focusing on matters much closer to home - namely how to stay in business. lille is a popular tourist destination for britons who want a taste of france at the weekend.,business
hotspot users gain free net calls people using wireless net hotspots will soon be able to make free phone calls as well as surf the net. wireless provider broadreach and net telephony firm skype are rolling out a service at 350 hotspots around the uk this week.,tech
india widens access to telecoms india has raised the limit for foreign direct investment in telecoms companies from 49% to 74%. communications minister dayanidhi maran said that there is a need to fund the fast-growing mobile market.,business
ge sees  excellent  world economy us behemoth general electric has posted an 18% jump in quarterly sales  and in profits  and declared itself  in great shape .   we are benefiting from our growth initiatives and an excellent global economy   said ge s chief executive jeff immelt. ge is the us  biggest firm based on stock market valuation.,business
warning over windows word files writing a microsoft word document can be a dangerous business  according to document security firm workshare. up to 75% of all business documents contained sensitive information most firms would not want exposed  a survey by the firm revealed.,tech
gadget growth fuels eco concerns technology firms and gadget lovers are being urged to think more about the environment when buying and disposing of the latest hi-tech products. at the consumer electronics show in las vegas earlier this month  several hi-tech firms were recognised for their strategies to help the environment.,tech
barbarians 19-47 new zealand new zealand proved too strong for an australian-dominated barbarians to round off their unbeaten northern hemisphere tour with an easy win. rico gear ran in two of the all blacks  seven tries in what was a predominantly second-string line-up.,sport
mild winter drives us oil down 6% us oil prices have fallen by 6%  driven down by forecasts of a mild winter in the densely populated northeast. light crude oil futures fell $2.86 to $41.32 a barrel on the new york mercantile exchange (nymex)  and have now lost $4 in five days.,business
pernod takeover talk lifts domecq shares in uk drinks and food firm allied domecq have risen on speculation that it could be the target of a takeover by france s pernod ricard. reports in the wall street journal and the financial times suggested that the french spirits firm is considering a bid  but has yet to contact its target.,business
musicians to tackle us red tape musicians  groups are to tackle us visa regulations which are blamed for hindering british acts  chances of succeeding across the atlantic. a singer hoping to perform in the us can expect to pay $1 300 (£680) simply for obtaining a visa.,entertainment
fbi agent colludes with analyst a former fbi agent and an internet stock picker have been found guilty of using confidential us government information to manipulate stock prices. a new york court ruled that former fbi man jeffrey royer  41  fed damaging information to anthony elgindy  36.,business
anti-terror plan faces first test plans to allow home secretary charles clarke to place terror suspects under house arrest without trial are set for their first real test in parliament. tories  lib dems and some labour mps are poised to vote against the plans.,politics
disappointed scott in solid start allan scott is confident of winning a medal at next week s european indoor championships after a solid debut on the international circuit. the 22-year-old scot finished fourth in the 60m hurdles at the jose m cagigal memorial meeting in madrid.,sport
blair dismisses quit claim report tony blair has dismissed reports he told gordon brown he would quit before the next general election.   you don t do deals over jobs like this   the prime minister told bbc one s breakfast with frost programme. according to a new book  brown s britain  mr blair went back on a pledge to make way for mr brown after cabinet allies intervened in june 2004.,politics
blair to face trust issue head on tony blair says he will be facing the issue of trust and his own integrity head on during the election campaign. during a question and answer session with first-time voters on five news  mr blair said he had no option but to  confront it  by talking to people.,politics
holmes feted with further honour double olympic champion kelly holmes has been voted european athletics (eaa) woman athlete of 2004 in the governing body s annual poll. the briton  made a dame in the new year honours list for taking 800m and 1 500m gold  won vital votes from the public  press and eaa member federations.,sport
yukos seeks court action on sale yukos will return to a us court on wednesday to seek sanctions against baikal finance group  the little-known firm which has bought its main asset. yukos has said it will sue baikal and others involved in the sale of yuganskneftegas for $20bn in damages.,business
uk house prices dip in november uk house prices dipped slightly in november  the office of the deputy prime minister (odpm) has said. the average house price fell marginally to £180 226  from £180 444 in october.,business
brussels raps mobile call charges the european commission has written to the mobile phone operators vodafone and t-mobile to challenge  the high rates  they charge for international roaming. in letters sent to the two companies  the commission alleged the firms were abusing their dominant market position in the german mobile phone market.,business
japanese growth grinds to a halt growth in japan evaporated in the three months to september  sparking renewed concern about an economy not long out of a decade-long trough. output in the period grew just 0.1%  an annual rate of 0.3%.,business
dawson set for new wasps contract european champions wasps are set to offer matt dawson a new deal. the 31-year-old world cup winning scrum-half has impressed since joining the london side from northampton this summer on a one-year contract.,sport
schools to take part in mock poll record numbers of schools across the uk are to take part in a mock general election backed by the government. some 600 schools have already signed up for the y vote mock elections 2005 run by the hansard society and aimed at boosting interest in politics.,politics
software watching while you work software that can not only monitor every keystroke and action performed at a pc but also be used as legally binding evidence of wrong-doing has been unveiled. worries about cyber-crime and sabotage have prompted many employers to consider monitoring employees.,tech
oil prices fall back from highs oil prices retreated from four-month highs in early trading on tuesday after producers  cartel opec said it was now unlikely to cut production. following the comments by acting opec secretary general adnan shihab-eldin  us light crude fell 32 cents to $51.43 a barrel.,business
rap feud in 50 cent s g-unit crew us rap star 50 cent has said he has thrown protege the game out of his g-unit gang in a feud that has apparently involved two shootings. in a radio interview on monday  50 cent said the newcomer was disloyal in conflicts with other rappers.,entertainment
ocean s twelve raids box office ocean s twelve  the crime caper sequel starring george clooney  brad pitt and julia roberts  has gone straight to number one in the us box office chart. it took $40.8m (£21m) in weekend ticket sales  according to studio estimates.,entertainment
media gadgets get moving pocket-sized devices that let people carry around video and images are set to have a big year in 2005  according to industry experts. last year saw the emergence of portable media players  such as the windows-based creative zen portable media player  the samsung yepp  the iriver pmc-100  and the archos av400 series among others.,tech
ring of fire hit co-writer dies merle kilgore  co-writer of the country hit ring of fire  has died of congestive heart failure aged 70. he started out as a singer and songwriter before going into music management  looking after country star hank williams jr.,entertainment
van gogh festival film withdrawn murdered director theo van gogh s controversial film submission has been pulled from the rotterdam film festival because of security fears. it was one of three of his works to be shown as part of a freedom of expression event in tribute to the late film-maker s life.,entertainment
worldcom director admits lying the former chief financial officer at us telecoms firm worldcom has admitted before a new york court that he used to lie to fellow board members. speaking at the trial of his former boss bernard ebbers  scott sullivan said he lied to the board to cover up the hole in worldcom s finances.,business
south africa sweep top awards south africa s schalk burger was named player of the year as the tri-nations champions swept the top honours at the international rugby board s awards. the flanker topped a list which included ireland star gordon d arcy and australian sensation matt giteau.,sport
more power to the people says hp the digital revolution is focused on letting people tell and share their own stories  according to carly fiorina  chief of technology giant hewlett packard. the job of firms such as hp now  she said in a speech at the consumer electronics show (ces)  was to ensure digital and physical worlds fully converged.,tech
banker loses sexism claim a former executive at the london offices of merrill lynch has lost her £7.5m ($14.6m) sex discrimination case against the us investment bank. an employment tribunal dismissed stephanie villalba s allegations of sexual discrimination and unequal pay.,business
wmc says xstrata bid is too low australian mining firm wmc resources has said it is worth up to 30% more than a hostile 7.4bn australian dollar ($5.8bn; £3bn) bid by rival xstrata. there is now pressure on swiss-based xstrata to increase its takeover offer.,business
yukos unit buyer faces loan claim the owners of embattled russian oil giant yukos are to ask the buyer of its former production unit to pay back a $900m (£479m) loan. state-owned rosneft bought the yugansk unit for $9.3bn in a sale forced by russia to part settle a $27.5bn tax claim against yukos.,business
wright-phillips to start on right england coach sven-goran eriksson has revealed shaun wright-phillips will start against the netherlands. but wright-phillips will not make his first start for england playing on the left  as had been widely expected.,sport
hoffman hits out over modern film hollywood legend dustin hoffman has hit out at the quality of current films and theatre productions. the star of rain man and tootsie said the film culture was  in the craphouse  at a press conference on tuesday.,entertainment
roche  turns down federer offer  australian tennis coach tony roche has turned down an approach from roger federer to be the world number one s new full-time coach  say reports. melbourne s herald-sun said roche  troubled by a hip complaint  did not want to travel full-time again.,sport
new foot and mouth action urged a senior tory mp has criticised agriculture department defra s  lackadaisical  approach to planning for a future foot and mouth outbreak. public accounts committee chairman edward leigh was giving his reaction to a report by a government watchdog on lessons to be learnt from the crisis.,politics
mallon wades into ne vote battle middlesbrough mayor ray mallon has been drafted in to boost the yes campaign as the north east assembly referendum enters its final week. the former police chief  dubbed robocop for his zero tolerance style  clashed on thursday with sunderland no campaigner neil herron.,politics
hitzlsperger waiting on o leary aston villa s thomas hitzlsperger is waiting to learn the future of manager david o leary before committing himself to a new contract with the club. o leary has been in talks over a new deal and he said:  i had a message from thomas  agent asking me what the news was on myself.,sport
aviator wins top globes accolades the aviator has been named best film at the golden globe awards  with its star leonardo dicaprio named best actor. hollywood veteran clint eastwood took the best director prize for million dollar baby while its star hilary swank was best actress.,entertainment
guantanamo pair s passport ban the government has written to two of the british men freed from guantanamo bay telling them they will not be allowed passports. a letter sent to martin mubanga said his british passport would not be issued in the light of evidence gathered against him by the us.,politics
web radio takes spanish rap global spin the radio dial in the us and you are likely to find plenty of spanish-language music. but what you will not find is much spanish-language hip-hop.,tech
hitch holds on to us box office will smith s first romantic comedy  hitch  has topped the north american box office for a second weekend. smith plays a new york  date doctor  with love worries of his own in the movie  which took $31.8m (£16.8m).,entertainment
mrs howard gets key election role michael howard s ex-model wife  sandra  is to play a leading role in the conservative election campaign. mrs howard will make solo visits to target seats as well as accompanying her husband on his helicopter campaign trail criss-crossing the country.,politics
celebrities get their skates on former england footballer paul gascoigne will join eastenders  actress scarlett johnson on bbc one s strictly ice dancing. the one-off christmas special will also star television presenter carol smillie and jessica taylor from liberty-x.,entertainment
lennon brands rangers favourites celtic s neil lennon admits rangers could be considered  slight favourites  for the old firm cis cup clash  but insists his side can still win. lennon concedes rangers are in good form at the moment  but they have failed to beat celtic in their last seven meetings.,sport
fightstar take to the stage charlie simpson took his new band fightstar to the stage on friday night  just hours after officially announcing his departure from pop band busted. he was greeted by a sell-out crowd at the university of warwick.,entertainment
mps issued with blackberry threat mps will be thrown out of the commons if they use blackberries in the chamber speaker michael martin has ruled. the £200 handheld computers can be used as a phone  pager or to send e-mails.,politics
tories attack burglar  u-turns  tory leader michael howard has accused tony blair of performing u-turns over rules on using force against burglars. the government has ruled out amending the present law  which allows  reasonable force  in self defence.,politics
the  ticking budget  facing the us the budget proposals laid out by the administration of us president george w bush are highly controversial. the washington-based economic policy institute  which tends to be critical of the president  looks at possible fault lines.,business
yahoo moves into desktop search internet giant yahoo has launched software to allow people to search e-mail and other files on their pcs. the firm is following in the footsteps of microsoft  google and ask jeeves  which have offered similar services.,tech
t in the park sells out in days tickets for scotland s biggest music festival have sold out in record time  five months before the event is held. the 12th annual t in the park festival  which takes place at balado near kinross in july  sold out just four days after the line-up was announced.,entertainment
holmes starts 2005 with gb events kelly holmes will start 2005 with a series of races in britain. holmes will make her first track appearance on home soil since winning double olympic gold in january s norwich union international in glasgow.,sport
police praise  courageous  ozzy rock star ozzy osbourne has been praised by police for  very courageously  tackling a burglar who stole jewellery from his house. the singer grabbed an intruder who then jumped 30ft (10m) from a first floor window as the star gave chase at his buckinghamshire home on monday.,entertainment
uk firms  embracing e-commerce  uk firms are embracing internet trading opportunities as never before  e-commerce minister mike o brien says. a government-commissioned study ranked the uk third in its world index of use of information and communication technology (ict).,politics
blair prepares to name poll date tony blair is likely to name 5 may as election day when parliament returns from its easter break  the bbc s political editor has learned. andrew marr says mr blair will ask the queen on 4 or 5 april to dissolve parliament at the end of that week.,politics
germany calls for eu reform german chancellor gerhard schroeder has called for radical reform of the eu s stability pact to grant countries more flexibility over their budget deficits. mr schroeder said existing fiscal rules should be loosened to allow countries to run deficits above the current 3% limit if they met certain criteria.,business
us critics laud comedy sideways road trip comedy sideways has had more praise heaped on it by two us critics  associations  adding to honours it has already picked up. the chicago film critics association (cfca) named it winner in five categories including best film and best actor for paul giamatti.,entertainment
galloway plea for hostage release ex-labour mp george galloway has appealed for the release of aid worker margaret hassan  kidnapped in iraq. mrs hassan  59  who led care international operations in iraq  was abducted in baghdad on 19 october.,politics
jp morgan admits us slavery links thousands of slaves were accepted as collateral for loans by two banks that later became part of jp morgan chase. the admission is part of an apology sent to jp morgan staff after the bank researched its links to slavery in order to meet legislation in chicago.,business
chelsea sack mutu chelsea have sacked adrian mutu after he failed a drugs test. the 25-year-old tested positive for a banned substance - which he later denied was cocaine - in october.,sport
iraqis win death test case probe the family of an iraqi civilian allegedly killed by uk troops have won a challenge against the government s refusal to order a full inquiry. the high court ruled on tuesday that baha mousa s death in british custody in iraq fell within the european convention on human rights.,politics
aviator  creator  in oscars snub the man who said he got oscar-nominated movie the aviator off the ground and signed up leonardo dicaprio has been shut out of the academy awards race. charles evans jr battled over his role with the people who eventually made the film  and won a producer s credit.,entertainment
lse  sets date for takeover deal  the london stock exchange (lse) is planning to announce a preferred takeover by the end of the month  newspaper reports claim. the sunday telegraph said the lse s plan was further evidence it wants to retain tight control over its destiny.,business
labour mps  fears over squabbling if there is one thing certain to stiffen the spines of labour mps it is the prospect of losing their seats at a general election. and it was largely that fear that led to tony blair and gordon brown being read the riot act during a meeting of the parliamentary labour party.,politics
singer s film to show at festival a documentary which takes a candid look at the life of chart-topping singer george michael will be shown at this year s berlin film festival. a different story will screen in the panorama section of the festival  which runs from 10-20 february.,entertainment
federer breezes into semi-finals roger federer reached the last four of the qatar open with an easy 6-1 6-2 win over seventh seed feliciano lopez. the swiss world number one reeled off a series winners to outclass the spaniard and set up a semi-final match against russian nikolay davydenko.,sport
relay squad thrilled with honours jason gardener says being made an mbe in the new year honours list underlines the achievement of great britain s 4x100m relay squad at the olympics. gardener  darren campbell  marlon devonish and mark lewis-francis have all been awarded mbes after beating pre-race favourites usa to gold.,sport
child access laws shake-up parents who refuse to allow former partners contact with their children could be electronically tagged under plans being considered by ministers. curfews and community service orders were other options which could be used if court orders to allow parental access were defied  lord falconer said.,politics
sony psp tipped as a  must-have  sony s playstation portable is the top uk gadget for 2005  according to a round-up of ultimate gizmos compiled by stuff magazine. it beats the ipod into second place in the top ten essentials list which predicts what gadget-lovers are likely to covet this year.,tech
google s toolbar sparks concern search engine firm google has released a trial tool which is concerning some net users because it directs people to pre-selected commercial websites. the autolink feature comes with google s latest toolbar and provides links in a webpage to amazon.com if it finds a book s isbn number on the site.,tech
what high-definition will do to dvds first it was the humble home video  then it was the dvd  and now hollywood is preparing for the next revolution in home entertainment - high-definition. high-definition gives incredible  3d-like pictures and surround sound.,tech
gerrard happy at anfield liverpool captain steven gerrard has reiterated his desire to stay at anfield and win trophies with the club. the 24-year-old england midfielder is determined to see out his contract  despite reported interest from chelsea.,sport
gangsters dominate gaming chart video games on consoles and computers proved more popular than ever in 2004. gamers spent more than £1.34bn in 2004  almost 7% more than they did in 2003 according to figures released by the uk gaming industry s trade body.,tech
elvis regains top chart position elvis presley has scored his 19th number one single in the uk charts with the re-release of jailhouse rock  27 years after his death. elvis knocked x factor winner steve brookstein down into second place after three weeks in the charts.,entertainment
unclear future for striker baros liverpool forward milan baros is uncertain whether he remains part of boss rafa benitez s plans after being dropped for the carling cup final. baros  who is liverpool s leading scorer this season  denied reports of a row with benitez but claims he is mystified at being left on the bench.,sport
label withdraws mcfadden s video the new video of former westlife singer brian mcfadden has been pulled after a dublin school complained about being associated with his song irish son. st fintian s high school says it is clearly identified in the video  while mcfadden never went there.,entertainment
soros group warns of kazakh close the open society institute (osi)  financed by billionaire george soros  has accused kazakhstan officials of trying to close down its local office. a demand for unpaid taxes and fines of $600 000 (£425 000) is politically motivated  the osi claimed  adding that it paid the money in october.,business
tories plan migrant health checks non-european union citizens wanting to work in the uk will have to undergo tests for tuberculosis and hiv  under plans unveiled by the conservatives. a positive test for tb would mean visa applications being turned down  while hiv would be dealt with case by case.,politics
us prepares for hybrid onslaught sales of hybrid cars in the us are set to double in 2005  research suggests. research group jd power estimates sales will hit 200 000 in 2005  despite higher prices and customer scepticism.,business
keegan hails comeback king fowler manchester city boss kevin keegan has praised striker robbie fowler for his landmark return to form. the 29-year-old  out of favour at city earlier this season  took his premiership goal tally past 150 with a brace in monday s 3-2 win at norwich.,sport
opposition grows to house arrests the conservatives have expressed  serious misgivings  about government plans for keeping uk and foreign terror suspects under house arrest. michael howard said he would not back the home secretary s plans for  control orders  which include home detention.,politics
standard life concern at lse bid standard life is the latest shareholder in deutsche boerse to express concern at the german stock market operator s plans to buy the london stock exchange. it said deutsche boerse had to show why its planned £1.35bn ($2.5bn) offer for the lse was good for shareholder value.,business
uk athletics agrees new kit deal uk athletics has agreed a new deal with adidas to supply great britain squads of all ages with their kit for the next four years. the german-based firm kitted out team gb at the 2004 olympics and has deals with 20 other national olympic bodies.,sport
kennedy questions trust of blair lib dem leader charles kennedy has said voters now have a  fundamental lack of trust  of tony blair as prime minister. he said backing his party was not a wasted vote  adding that with the lib dems  what you see is what you get .,politics
rock group korn s guitarist quits the guitarist with us rock band korn has quit the music business  saying he made the decision after experiencing a religious awakening. brian  head  welch told a radio station in california that his bandmates respected his decision to leave.,entertainment
mayor will not retract nazi jibe london mayor ken livingstone has again refused to retract a nazi insult made to a jewish reporter. labour s mr livingstone  who says he is  standing by  his remarks  had accused an evening standard journalist of being like a  concentration camp guard .,politics
britons fed up with net service a survey conducted by pc pro magazine has revealed that many britons are unhappy with their internet service. they are fed up with slow speeds  high prices and the level of customer service they receive. 17% of readers have switched suppliers and a further 16% are considering changing in the near future.,tech
blair told to double overseas aid tony blair is being urged to use all his negotiating powers to end poor countries  debt and double aid. some 45 million children will die needlessly before 2015 and aid budgets are half their 1960 levels  oxfam says in a report  paying the price.,politics
global release for japan hit film oscar-winning animator hayao miyazaki s latest film  howl s moving castle  is to be released in 50 countries around the world  its distributor has said. howl s moving castle set a japanese box office record last week  taking 1.5bn yen (£7.7m) in its first two days.,entertainment
economy  strong  in election year uk businesses are set to prosper during the next few months - but this could trigger more interest rate rises  according to a report. optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending  say researchers at bdo stoy hayward.,business
dance music not dead says fatboy dj norman cook - aka fatboy slim - has said that dance music is not dead  but has admitted it is currently going through a  fallow patch . the commercial failure of the latest albums by britain s two biggest dance acts - fatboy slim s palookaville and the prodigy s always outnumbered never outgunned - has been coupled with the closure of many  superclubs   and the folding of three dance music magazines.,entertainment
music man to the oscars bill conti s job of musical director of the oscars show is not for the faint-hearted since conducting the orchestra is the ultimate plate-spinning assignment. this year marks conti s 17th turn at the helm of the academy awards orchestra.,entertainment
speech takes on search engines a scottish firm is looking to attract web surfers with a search engine that reads out results. called speegle  it has the look and feel of a normal search engine  with the added feature of being able to read out the results.,tech
da vinci code is  lousy history  the plot of an international bestseller that thousands of readers are likely to receive as a christmas present is  laughable   a clergyman has said. the da vinci code claims jesus was not crucified  but married mary magdalene and died a normal death.,entertainment
abbas  will not tolerate  attacks palestinian leader mahmoud abbas has said he will not tolerate attacks such as last friday s suicide bombing in the israeli city of tel aviv. in an interview ahead of a meeting in london to discuss palestinian reforms  mr abbas said such attacks were against palestinian interests.,politics
broadband set to revolutionise tv bt is starting its push into television with plans to offer tv over broadband. as a telecoms company  bt is moving to a content distribution strategy  andrew burke  chief of bt s new entertainment unit told the iptv world forum.,tech
warnings about junk mail deluge the amount of spam circulating online could be about to undergo a massive increase  say experts. anti-spam group spamhaus is warning about a novel virus which hides the origins of junk mail.,tech
house prices drop as sales slow house prices fell further in november and property sale times lengthened as rate rises took their toll  the royal institute of chartered surveyors found. a total of 48% of chartered surveyor estate agents reported lower prices in the three months to november - the highest level in 12 years.,business
charvis set to lose fitness bid flanker colin charvis is unlikely to play any part in wales  final two games of the six nations. charvis has missed all three of wales  victories with an ankle injury and his recovery has been slower than expected.,sport
preview: ireland v england (sun) lansdowne road  dublin  sunday  27 february  1500 gmt  bbc1  radio 4 lw and this website  ireland are going for their first grand slam since 1948 after two opening wins  and england represent their sternest test of the championship so far. england were sloppy and leaderless in the defeats against wales and france and another loss would be unthinkable.,sport
warnings on woeful wi-fi security companies are getting worse at keeping their wireless data networks secure. a survey of wi-fi networks in london  frankfurt  new york and san francisco by rsa security found more than a third had basic security features turned off.,tech
golden economic period  to end ten years of  golden  economic performance may come to an end in 2005 with growth slowing markedly  city consultancy deloitte has warned. the uk economy could suffer a backlash from the slowdown in the housing market  triggering a fall in consumer spending and a rise in unemployment.,business
ferrero eyes return to top form former world number one juan carlos ferrero insists he can get back to his best despite a tough start to 2005. the 2003 french open champion has slipped to 64 in the world after a year of illness and injuries in 2004  but is confident that his form will return.,sport
