text,category,source,score,length
"Virgin Mobile wanted to sponsor the national team. SAFA (South African Footballing Association) refused to let it happen. They said, ""How will it look if the team has Virgin written on their shirts when they get f****d up every other weekend?""",Sports,wocka,,54
"All of these are legitimate companies dealing in regular products and services, but they (obviously) didn't think their domain names through.         Some of them are prime candidates for the ""What was I thinking?"" Award...          ALL these websites actually exist, selling something totally benign (and work-safe, in case you're wondering).     1. A site called 'Who Represents' where you can find the name of the agent that represents a celebrity. Their domain name is: www.whorepresents.com     2. Experts Exchange, a knowledge base where programmers can exchange advice and views at:   www.expertsexchange.com     3. Looking for a pen? Look no further than Pen Island at:   www.penisland.net     4. Need a therapist? Try Therapist Finder at:   www.therapistfinder.com     5. Then of course, there's the Italian Power Generator company: www.powergenitalia.com     6. We have the Mole Station Native Nursery, based in New South Wales: www.molestationnursery.com     7. If you're looking for IP computer software, there's always: www.ipanywhere.com     8. Welcome to the First Cumming Methodist Church and their website: www.cummingfirst.com     9. Then of course, there's these brainless art designers at Speed of Art and their whacky website: www.speedofart.com     10. Want to go on holiday in Lake Tahoe? Try their brochure website at: www.gotahoe.com",Tech,wocka,,380
"A good-looking man walked into an agent's office in Hollywood and said, ""I want to be a movie star."" Tall, handsome and with experience on Broadway, he had the right credentials.       The agent asked, ""What's your name?""     The guy said, ""My name is Penis van Lesbian.""     The agent said, ""Sir, I hate to tell you, but in order to get into Hollywood, you are going to have to change your name.""       ""I will NOT change my name! The van Lesbian name is centuries old, I will not disrespect my grandfather by changing my name. Not ever.""       The agent said, ""Sir, I have worked in Hollywood for years... you will NEVER go far in Hollywood with a name like Penis van Lesbian! I'm telling you, you will HAVE TO change your name or I will not be able to represent you.""       ""So be it! I guess we will not do business together,Ã¢? the guy said and he left the agent's office.     FIVE YEARS LATER...  The agent opens an envelope sent to his office. Inside the envelope are a letter and a check for $50,000. The agent is awe-struck, who would possibly send him $50,000? He reads the letter enclosed...       Dear Sir, Five years ago, I came into your office wanting to become an actor in Hollywood, you told me I needed to change my name. Determined to make it with my God-given birth name, I refused. You told me I would never make it in Hollywood with a name like Penis van Lesbian. After I left your office, I thought about what you said. I decided you were right. I had to change my name. I had too much pride to return to your office, so I signed with another agent. I would never have made it without changing my name, so the enclosed check is a token of my appreciation.         Thank you for your advice.     Sincerely, Dick van Dyke",At Work,wocka,,462
"This Australian truck driver is looking for a long distance driving job in Adelaide. He gets offered a job driving a load of bowling balls to Darwin. He's not too keen on this, but he needs the money and so takes off.  A while along the highway he sees two Aborigines with a bike, in the middle of nowhere, so he stops and asks if they would like a lift. They say OK. The truck driver says, ""All right, hop in, but you'll have to ride in the back.""  A 100 km down the road he stops at a truck stop, which amongst other things, involves a load inspection by the local cops. He is asked where he is off to and he says, ""Darwin"".  The cops go round the back, open the doors, slam them shut quickly and rush round desperately to the driver, saying, ""For Chrissake get going to Darwin straight away, and don't stop - two of your eggs have already hatched, and one of them has stolen a bike!""",At Work,wocka,,213
"1. Send us out to cash your checks and buy stamps in all weathers. Walking is exhilarating and as we sit down all day, the exercise does us good.    2. Do walk out of the office without telling us where you are going or how long you might be. We enjoy telling people who wish to contact you urgently that we have no idea where you are or when you will return.    3. When dictating, please parade up and down the room and practice your golf strokes, or better still, walk out of the room. We can understand what is said more distinctly.     4. Please lower your voice to a whisper when dictating names of people and places. Under no circumstances spell them to us. We are sure to hit the right way sooner or later.    5. Please dictate a paragraph and change your mind, with the corrected version following, particularly when using dictating equipment. It adds variety to our typing.    6. Should you wish to write out a letter or report, please write with a blunt pencil using the left hand, and use plenty of arrows, balloons and other diagrams.    7. If possible, always pick up your calls on your secretary's phone. This ensures that we cannot pick up calls for any other people on our own phones. It also helps keep us company. We miss you during the day.    8. If you are being paged, please ignore it. We usually have no particular reason for wanting to locate you and enjoy hunting you down or taking messages.    9. Please do interrupt us while we are speaking on the telephone. We have two ears, so we might as well use both of them at the same time.",At Work,wocka,,363
"1971. Tom Workman, former NBA-ABA basketball player: ""They tell you to join the NBA and see all the big cities: New York with all the lights, San Francisco with its nightlife, San Diego's sunshine. They also say join the ABA and see the U.S.A. Unfortunately, I found this included Steubenville, Ohio; Amarillo, Texas; Elko, Nevada; Cedar City, Utah; and Biloxi, Mississippi.""    1966. Jim Camp, George Washington football coach, on why he doesn't use a lonely end: ""We train by a parkway, which runs beside a river. If we had a lonely end, he either would be hit by a car or drown.""    1976. Hugh Campbell, football coach at Whitworth College in Spokane, Wash., after his team had defeated Whitman 70-30: ""It wasn't as easy as you think. It's hard to stay awake that long.""    1991. Frank Layden, Utah Jazz president, on a former player: ""I told him, 'Son, what is it with you. Is it ignorance or apathy?' He said, 'Coach, I don't know and I don't care.""    1986 Jeff Kemp, 49ers quarterback, when asked about his rapport with wide receiver Jerry Rice: ""Rapport? You mean like, 'You run as fast as you can, and I'll throw it as far as I can'?""    1966. Tom Nissalke, New coach of the NBA's Houston Rockets, when asked, during a question-and-answer session with a group of fans, how he pronounced his name: ""Tom.""    1976. Abe Lemons, University of Texas basketball coach, when asked if he felt his team should be ranked in the Top Twenty this season: ""You mean in the state?""",Sports,wocka,,395
"1986. Jim Finks, New Orleans Saints G.M., when asked after a loss what he thought of the refs: ""I'm not allowed to comment on lousy officiating.""    1991. Alan Kulwicki, stock car racer, on racing Saturday nights as opposed to Sunday afternoons: ""It's basically the same, just darker.""    1976. Greg Buttle, New York Jet linebacker, explaining his contractual obligations: ""They pay me to practice. Sundays I play for free.""    1996. Lincoln Kennedy, Oakland Raiders tackle, on his decision not to vote: ""I was going to write myself in, but I was afraid I'd get shot.""    1991. Jim Colletto, Purdue football coach and former assistant at Arizona State and Ohio State, on his 11-year-old son's reaction after he took the job with the Boilermakers: ""He said: 'Gosh, Dad, that mean's we're not going to any more bowl games.'""    1986. LaVell Edwards, BYU football coach and one of 14 children: ""They can't fire me because my family buys so many tickets.""    1981. Dorothy Shula, on the career dedication of her husband, the Miami Dolphins' coach: ""I'm fairly confident that if I died tomorrow, Don would find a way to preserve me until the season was over and he had time for a nice funeral.""    1976. Mike Newlin, Houston Rocket guard, after a game his team lost to the New York Nets: ""We were the quintessence of athletic atrocity.""",Sports,wocka,,338
"1992. Pat Williams, Orlando Magic general manager, on his team's 7-27 record: ""We can't win at home. We can't win on the road. As general manager, I just can't figure out where else to play.""    1996. Lou Duva, veteran boxing trainer, on the spartan training regimen of heavyweight Andrew Golota: ""He's a guy who gets up at six o'clock in the morning regardless of what time it is.""    1981. Tommy Lasorda , Dodger manager, asked what terms Mexican-born pitching sensation Fernando Valenzuela might settle for in his upcoming contract negotiations: ""He wants Texas back.""    1976. Alex Hawkins, recalling his playing days against Dick Butkus: ""Whenever they gave him the game ball, he ate it.""    1966. Darrell Royal, Texas football coach, asked if the abnormal number of Longhorn injuries this season resulted from poor physical conditioning: ""One player was lost because he broke his nose. How do you go about getting a nose in condition for football?""    1981. Mike McCormack , coach of the hapless Baltimore Colts after the team's co-captain, offensive guard Robert Pratt, pulled a hamstring running onto the field for the coin toss against St. Louis: ""I'm going to send the injured reserve players out for the toss next time.""    1966. Red Auerbach, the Boston Celtics' general manager, asked if he had any criticism of Bill Russell's coaching: ""He has the players too happy.""    1971. Mike Lucci, Detroit Lion linebacker, on his three key interceptions against the Chicago Bears: ""Yeah, they gave me the game ball. If they hadn't given it to me, I would have taken it, anyway.""",Sports,wocka,,376
"In Clinton, Alabama, it is illegal to molest your automobile.    Now how would you go about doing that? And how would your automobile testify against you?",News / Politics,wocka,,37
"1) In Illinois, it is illegal to speak English. Well then, what do they speak? Gibberish?     2) In Crete, Illinois, it is considered an offense to attempt to have sex with someone else's dog. First of all, why would anybody attempt to even have sex with a dog? Second of all, is it okay to attempt to have sex with your own dog?      And finally, my favorite one of all. . .    3)In New York, the penalty for jumping off a building is death. Duh! No, we're all going to magically survive a 50 story drop to the concrete below.",News / Politics,wocka,,143
"A few decades from now, George Bush will die (everyone dies eventually). He goes up to Heaven where he sees a bunch of clocks, and he asks God what the clocks do.   ""These clocks go forward one minute each time the person tells a lie.""    Bush looks for his clock.    ""Where's mine?""    ""Oh, that one? I use that as a ceiling fan.""    ""WHAT?""",News / Politics,wocka,,96
"Beaverton, OR- You must buy a $10 permit to be allowed to install a burglar alarm.    Portland, OR- People may not whistle underwater.",News / Politics,wocka,,38
"Supplemental Rules for Bowling     If you holler ""overs!"" before the ball passes the arrows, you get to throw the ball over, unless of course, you get a strike. In which case, you can renege on the ""overs"".     When your team is about 10 marks down in the 8th or 9th frame, you can invoke the rule ""First Team Through Bowling Wins the Game"", and your team still has a chance.     After a member of the opposing team bowls 4 strikes in a row, he/she must bowl the next 4 frames blindfolded. If he/she continues to strike, his/her shoelaces will be tied together for 2 frames.     When you leave the 10-pin and you know you can't make the spare, but another member of your team can, invoke the ""Designated Bowler"" rule.     After you have 4 splits in one game, you may say ""Kings X"" and take those 4 frames over. However, if you split on the 2nd time around, you accept it. After all, ""Fair is Fair"".     If your ball goes in the gutter and jumps back onto the lane, knocking dow pins, by golly, you get them! That's much harder than to knock them down the conventional way. Good bowling should be recognized.     A ball should be declared dead when you bowl 3 games without a strike. It shall be the owners privilege to decide on the disposition of said dead ball - Burial at Sea, Dropped from an airplane over a live volcano, or a simple burial in the city dump. For a small fee, a league officer can be bribed to deliver a short eulogy.",Sports,wocka,,371
"1/20/09: End of an Error    That's OK, I Wasn't Using My Civil Liberties Anyway    Let's Fix Democracy in This Country First    If You Want a Nation Ruled By Religion, Move to Iran    If You Can Read This, You're Not Our President    Hey, Bush Supporters: Embarrassed Yet?    George Bush: Creating the Terrorists Our Kids Will Have to Fight    America: One Nation, Under Surveillance    They Call Him ""W"" So He Can Spell It    Whose God Do You Kill For?    Cheney/Satan '08    Jail to the Chief    No, Seriously, Why Did We Invade Iraq?    Bush: God's Way of Proving Intelligent Design is Full Of Crap    Bad President! No Banana.    We Need a President Who's Fluent In At Least One Language    We're Making Enemies Faster Than We Can Kill Them    Is It Vietnam Yet?    Bush Doesn't Care About White People, Either    Where Are We Going? And Why Are We In This Handbasket?    You Elected Him. You Deserve Him.    Impeach Cheney First    Dubya, Your Dad Shoulda Pulled Out, Too    The Republican Party: Our Bridge to the 11th Century    What Part of ""Bush Lied"" Don't You Understand?    One Nation Under Clod    2004: Embarrassed. 2005: Horrified. 2006: Terrified.    Bush Never Exhaled    At Least Nixon Resigned",News / Politics,wocka,,368
"I was sitting in chat room,  Feeling mildly amused,  When I saw something strange,  That left me all confused.     Someone typed a word,  (As far as I could tell)  But I had never seen it.  What is an LOL?     Then the plot got thicker,  More words I didn't know,  A person started typing,  The word LMAO.     I sat there in amazement,  I felt like a dumb toad.  Could it be, these people,  Were speaking in a code?     That's when I looked closer.  And found the subtle clue.  I figured out this code  And I'll share it now, with you.     LOL is three little words,  That seem, to me, quite shady.  Why would someone ever write  The words, ""Lean Over Lady""?     LMAO, was more obscure,  It made me sweat my socks!  LMAO is a command,  Meaning, ""Leave Me Alone, Ox!""     ROFL was harder still,  I found it rather sickening.  It's a discreet way to say,  ""Ready Only For Licking!""     I can't believe that AOL,  Would let this code exist!  To them I say, YOMSL  Meaning, ""You're On My Shit List!""",Tech,wocka,,307
"Many will recall that on July 8, 1947, witnesses  claimed that an Unidentified object with five aliens aboard crashed onto a sheep and cattle ranch just outside Roswell, New Mexico. This is a well-known incident that many say has long been covered up by the US Air Force and the federal government.    However, you may NOT know that in the month of March 1948, exactly nine months after that historic day, Albert Arnold Gore, Jr., Hillary Rodham, John F Kerry, William Jefferson Clinton, Howard Dean, Nancy Pelosi, Dianne Feinstein, Charles E Schumer, and Barbara Boxer were born.    See what happens when aliens breed with sheep? This  piece of information may clear up a lot of things.",News / Politics,wocka,,151
"A plain computer illeterate SARDAR rings tech support to report that his computer is faulty.    Tech: What's the problem?    Sardaar: There is smoke coming out of the power supply.    Tech: You'll need a new power supply.    Sardaar: No, I don't! I just need to change the startup files.    Tech: Sir, the power supply is faulty. You'll need to replace it.    Sardaar: No way! Someone told me that I just needed to change the startup and it will fix the problem! All I need is for you to tell me the command.    10 minutes later, the Sardaar is still adamant that he is right. The tech is frustrated and fed up.    Tech: Sorry, Sir. We don't normally tell our customers this, but there is an undocumented DOS command that will fix the problem.    Sardaar: I knew it!    Tech: Just add the line LOAD NOSMOKE.COM at the end of the CONFIG.SYS. Le me know how it goes.    10 minutes later.    Sardaar: It didn't work. The power supply is still smoking.    Tech: Well, what version of DOS are you using?    Sardaar: MS-DOS 6.22.    Tech: That's your problem there. That version of DOS didn't come with NOSMOKE. Contact Microsoft and ask them for a patch that will give you the file. Let me know how it goes.    1 hour later.    Sardaar: I need a new power supply.    Tech: How did you come to that conclusion?    Sardaar: Well, I rang Microsoft and told him about what you said, and he started asking questions about the make of power supply.    Tech: Then what did he say?    Sardaar: He told me that my power supply isn't compatible with NOSMOKE.COM",Tech,wocka,,450
"A man boarded an airplane in Sydney, Australia, with a box of crabs.    A female crew member took it and promised to put it in the crew's refrigerator, which she did.    Shortly before landing, she couldn't remember who gave her the package, so she announced to the entire cabin, ""Would the gentleman who gave me the crabs in Sydney please raise your hand?""    Not one hand went up, so she took them home and ate them herself!",At Work,wocka,,102
"The policeman stopped a woman for exceeding the posted speed limit. He asked the driver her name.    ""I'm Mrs. Ladislav Abdulkhashim Zybkcicraznovskaya from the Republic of Uzbekistan visiting my daughter in Columbia,"" she said.    The cop put away his summons book and pen, and said, ""Well, OK... but don't let me catch you speeding again.""",At Work,wocka,,91
How many football players does it take to change a lightbulb?     The whole team - and they each get a semester scholarship for it.,Sports,wocka,,34
"I have a spelling checker,  It came with my PC.  It plane lee marks four my revue,  Miss steaks aye can knot see.    Eye ran this poem threw it.  Your sure real glad two no.  Its very polished in its weigh,  My checker tolled me sew.    A checker is a blessing.  It freeze yew lodes of thyme.  It helps me right awl stiles two reed,  And aides me when aye rime.    Each frays comes posed up on my screen,  Eye trussed too bee a joule.  The checker pours o'er every word,  To cheque sum spelling rule.    Bee fore a veiling checkers,  Hour spelling mite decline,  And if we're laks oar have a laps,  We wood bee maid too wine.    Butt now bee cause my spelling,  Is checked with such grate flare,  There are know faults with in my cite,  Of nun eye am a wear.    Now spelling does not phase me,  It does knot bring a tier.  My pay purrs awl due glad den,  With wrapped words fare as hear.    To rite with care is quite a feet,  Of witch won should be proud,  And wee mussed dew the best wee can,  Sew flaws are knot aloud.    Sow ewe can sea why aye dew prays,  Such soft wear four pea seas,  And why eye brake in two averse,  Buy righting want too please.",Tech,wocka,,355
"Does anyone know why I have nightmares?          Because the last man that had a ""dream"" got shot.",News / Politics,wocka,,32
"In Utah, the following laws are on the books:     1) Birds have the rightaway on all highways.    2)It's legal for restaurants to serve wine with meals, but only if you ask for the wine list.    3) In Tremonton, it is illegal to have sex in a moving ambulance.If you are caught doing so the guy is let go and the woman is punished and her name appears in the newspaper.    4) In Trout Creek, pharmacists may not sell gunpowder to cure headaches.",News / Politics,wocka,,119
"1) In Bettendorf, it is illegal for liquor stores to place advertisements for beer outside the store.    2)In Mount Vernon, a person first must obtain written permission from the City Council before throwing bricks into a highway.",News / Politics,wocka,,51
"Alaska  â¢ A law in Fairbanks does not allow moose to have sex on city streets.  (O_o)  â¢ Even though it is legal to hunt a bear, it is illegal to wake a bear for photo opportunities.  (is shooting waking?)  â¢ Fairbanks: It is considered an offense to feed alcoholic beverages to a moose.  (but why?)  â¢ In Alaska it is illegal to whisper in someone's ear while they are moose hunting.  â¢ It is considered an offense to push a live moose out of a moving airplane.  (How did the moose get in the flippin plane?)   â¢ Kangaroos are not allowed in barber shops at any time.   â¢ Moose may not be viewed from an airplane.   â¢ State policy states that emergencies are held to a minimum and rarely found to exist.  (*911* ""we are sorry, this number has been disconnected"")",News / Politics,wocka,,231
Joe: What are you doing?    John: Taxes.    Joe: Why?    John: Because I have to...     Joe: That's stupid. I did mine over a year ago.,At Work,wocka,,51
"Tech Support: ""All right. Now click 'OK'.""  Customer: ""Click 'OK'?""  Tech Support: ""Yes, click 'OK'.""  Customer: ""Click 'OK'?""  Tech Support: ""That's right. Click 'OK'.""  Customer: ""So I click 'OK', right?""  Tech Support: ""Right. Click 'OK'.""    Pause.    Customer: ""I clicked 'Cancel'.""  Tech Support: ""YOU CLICKED 'CANCEL'???""  Customer: ""That's what I was supposed to do, right?""  Tech Support: ""No, you were supposed to click 'OK'.""  Customer: ""I thought you said to click 'Cancel'.""  Tech Support: ""NO. I said to click 'OK'.""  Customer: ""Oh.""  Tech Support: ""Now we have to start over.""  Customer: ""Why?""  Tech Support: ""Because you clicked 'Cancel'.""  Customer: ""Wasn't I supposed to click 'Cancel'?""  Tech Support: ""No. Forget that. Let's start from the top.""  Customer: ""Ok.""    I spent the next fifteen minutes re-constructing the carefully crafted setup for this lady's unique computer.    Tech Support: ""All right. Now, are you ready to click 'OK'?""  Customer: ""Yes.""  Tech Support: ""Great. Now click 'OK'.""    Pause.    Customer: ""I clicked 'Cancel'.""    And people wonder why my mouse pad has a target on it labeled ""BANG HEAD HERE.""",Tech,wocka,,348
The GOP Congress will re-introduce drilling for oil in the Arctic.    Republicans say the environmental effect is minimal; a study shows caribou do not make campaign contributions.,News / Politics,wocka,,40
"Hello, and welcome to the Psychiatric Hotline.If you are obsessive-compulsive, please press 1 repeatedly. If you are co-dependent, please ask someone to press 2. If you have multiple personalities, please press 3, 4, 5 and 6. If you are paranoid-delusional...",News / Politics,wocka,,63
"A friend of mine was a frequent user of a pay telephone at a popular truck stop, and was greatly inconvenienced when the phone went out of commission.    Repeated requests for repair brought only promises.    After several days, the phone company was again contacted and told that there was no longer a rush.    The phone was now working fine - except that all money was being returned upon completion of each call.    A repairman arrived within the hour!",At Work,wocka,,102
From Harper's Magazine:    Amount of pizza eaten each day in U.S. (acres): 75.,Tech,wocka,,27
"Sign in restaurant window: ""Eat now - Pay waiter.""",At Work,wocka,,14
This last weekend I was reminded at the pace we are converting to metric. I was on I-75 in Ohio when I saw a sign that said:    All signs metric - Next 20 miles.,News / Politics,wocka,,44
"Leonid Brezhnev, a former ruler of Russia, was thought not to be too bright. He comes to address a big Communist party meeting, and starts:    ""Dear Comrade Imperialists,""    The whole hall perked up - ""what did he say?"" Brezhnev tried again...    ""Dear Comrade Imperialists,""    Well, by now the hall was in pandemonium - was he trying to call them Imperialists? Then, an advisor walked over to the podium and pointed to the speech for Brezhnev. ""Oh..."" he muttered, and started again:    ""Dear Comrades, Imperialists are everywhere.""",News / Politics,wocka,,145
"There is a dangerous virus being passed around electronically, orally, and by hand.     This virus is called Worm-Overload-Recreational-Killer (WORK). If you receive WORK from any of your colleagues, your boss, or anyone else via any means DO NOT TOUCH IT. This virus will wipe out your private life completely.     If you should come into contact with WORK, put your jacket on and take two good friends to the nearest grocery store. Purchase the antidote known as Work-Isolating-Neutralizer-Extract (WINE) or Bothersome-Employer-Elimination-Rebooter (BEER). Take the antidote repeatedly until WORK has been completely eliminated from your system.     You should forward this warning to five friends. If you do not have five friends, you have already been infected and WORK is controlling your life.",Tech,wocka,,190
"A man is sitting on a bench in the park reading a newspaper. Suddenly he throws the paper onto the ground and yells, ""All politicians are assholes.""   A man sitting next to him in a finely pressed suit says, ""I take offense to that!""     The pissed-off guy asks him, ""Why? Are you a politician?""     ""No,"" he replies, ""I'm an asshole.""",News / Politics,wocka,,92
"Four teenagers were arrested in the parking lot of a large mall in Lakeland, Fla. just before Christmas.  In an attempt to steal an automobile at random, they tried to break into a police van containing three officers on a stakeout.",News / Politics,wocka,,51
"The song, ""Yankee Doodle"" was originally sung by British soldiers to insult the colonialists (which was typical of the British in those days).    The Continental Army took to singing it to annoy the British (which was typical of the colonialists).",At Work,wocka,,55
"New York, NY    Police across the nation are warning people who wear pagers to be on the lookout for the latest scam.    According to police, pagers in several states have been beeped by a number displaying a 212 area code (New York) and the prefix 540. When the victims return the call, they are charged $55 on their phone bill.    The call the respondent makes has been electronically linked into a 900 ""pay-per-call"" system which allows the charge to be added to the phone bill.    ""People will look at the number and say 'Gee, who is calling me from out of state? It must be important,'"" said an investigator.",News / Politics,wocka,,150
"Bellevue, WA    There's a story circulating through the Bellevue School District about the woman who called wanting information on home schooling.    Both Lake Washington (Renton, WA) and Bellevue districts are noted for their support of home schoolers, and the Bellevue spokesperson was explaining procedures and what to do to the mother on the telephone.    Among other things, the mother needed to file a declaration of intent, a kind of home school registration. The spokeswoman offered to send out the proper form.    The mother gave a Renton address.    The spokeswoman suggested registering the children in her home district in Renton, the Lake Washington School District.    ""No way,"" said the mother. ""Everyone knows Bellevue schools are much better than Renton schools.""",News / Politics,wocka,,170
"Kenneth Jeffries, 24, was arrested in West Haven, Conn., in August for robbing a convenience store. Police reported that he had first offered the clerk $1 for a pack of gum as a ruse and then taken $40 in the robbery.    However, said police, Jeffries returned a minute later and asked, uncertainly, ""Did I pay for the gum?""    By that time the clerk had summoned police, and Jeffries was soon apprehended.",News / Politics,wocka,,101
How many Price Chopper employees does it take to wash a table?    Three; one to wash it and two to supervise.,At Work,wocka,,31
"Rhett Jacobs, Democratic candidate for the South Carolina House and a man who listed ""education"" as his top priority, submitted a required campaign disclosure form in October, handwritten, on which he detailed expenses for ""filling fee,"" ""campain work"" and ""litature.""",News / Politics,wocka,,58
"Buy company, fire them.            Beware of machine guns.",At Work,wocka,,24
"An American manufacturer is showing his machine factory to a potential customer from Albania. At noon, when the lunch whistle blows, two thousand men and women immediately stop work and leave the building.     ""Your workers, they're escaping!"" cries the visitor. ""You've got to stop them.""     ""Don't worry, they'll be back,"" says the American. And indeed, at exactly one o'clock the whistle blows again, and all the workers return from their break.     When the tour is over, the manufacturer turns to his guest and says, ""Well, now, which of these machines would you like to order?""     ""Forget the machines,"" says the visitor. ""How much do you want for that whistle?""",At Work,wocka,,162
"A salesman, tired of his job, gave it up to become a policeman.     Several months later, a friend asked him how he liked his new role.     ""Well,"" he replied, ""the pay is good and the hours aren't bad, but what I like best is that the customer is always wrong.""",At Work,wocka,,72
"These are actual newspaper headlines gathered from papers across the country.    March Planned For Next August    Blind Bishop Appointed To See    Lingerie Shipment Hijacked - Thief Gives Police The Slip    L.A. Voters Approve Urban Renewal By Landslide    Patient At Death's Door - Doctors Pull Him Through    Latin Course To Be Canceled - No Interest Among Students, Et Al.    Diaper Market Bottoms Out    Croupiers On Strike - Management: ""No Big Deal""    Stadium Air Conditioning Fails - Fans Protest",News / Politics,wocka,,134
These are actual newspaper headlines gathered from papers across the country.    Queen Mary Having Bottom Scraped    Lawyers Give Poor Free Legal Advice    Fund Set Up for Beating Victim's Kin    Cancer Society Honors Marlboro Man    Nicaragua Sets Goal to Wipe Out Literacy    Autos Killing 110 a Day - Let's Resolve to Do Better    20-Year Friendship Ends at Altar    Half of U.S. High Schools Require Some Study for Graduation    Blind Woman Gets New Kidney from Dad She Hasn't Seen in Years,News / Politics,wocka,,131
"""How can I ever thank you?"" gushed a woman to Clarence Darrow, after he had solved her legal troubles.    ""My dear woman,"" Darrow replied, ""ever since the Phoenicians invented money there has been only one answer to that question.""",At Work,wocka,,58
"For thirty years, Johnson had arrived at work at 9 a.m. on the dot; he had never missed a day and was never late.    Consequently, when on one particular day 9 a.m. passed without Johnson's arrival, it caused a sensation. All work ceased, and the boss himself, looking at his watch and muttering, came out into the corridor.    Finally, precisely at ten, Johnson showed up, clothes dusty and torn, his face scratched and bruised, his glasses bent. He limped painfully to the time clock, punched in, and said, aware that all eyes were upon him, ""I tripped and rolled down two flights of stairs in the subway - nearly killed myself.""    The boss said, ""And to roll down two flights of stairs took you a whole hour?""",At Work,wocka,,173
"You Know It's Your Last Day At Work When...     You hand a bank teller an envelope, and when she asks, ""What's this?"", you realize you just dropped the company's deposit in a mailbox.    A woman comes into the store, you turn to the other salesman and say, ""I waited on the last fat ugly old lady. This one's your turn"". Your boss is standing behind you. It's his wife.    While your boss is at lunch, you sneak in and look at some confidential information on his computer. You spill coffee on the keyboard. It shorts out.    You return from a week's vacation to find that you had scheduled *this* week as vacation, not last week.    You take a ""sick"" day. The next morning the boss asks you, ""So, how was the fishing on Rock Creek yesterday?""    You wake up hung over. You have a black eye and barked knuckles. You're in jail. Last night was the company Christmas party.",At Work,wocka,,223
"Five policemen were on a boat. The boat sank. How many policemen died?      10 - five during the accident, and five during the re-enactment.",At Work,wocka,,40
"A young man was in the process of taking a verbal exam to join the local police force.  ""If you're driving a police car, alone on a country road at night, and are being chased by a group of criminals driving sixty miles an hour, what would you do?"" he was asked.    Without hesitation, the young man replied, ""Seventy!""",At Work,wocka,,79
"A veteran officer with 18 years is running radar on a main street of a rural town. Along comes a young driver in a brand new sports car going 48 mph in a 30 mph zone. The officer stops the young man and explains the violation.    The driver becomes belligerent telling the officer his badge did not mean a thing. The young driver tells the officer to go ahead and write the ticket because his father knows people that will make the ticket ""go away"".    While the officer completes the ticket the young driver continues his barrage of insults.    Without flinching the officer completes the ticket and hands the young driver his copies.    The driver looks at his copies and becomes very agitated. The driver said, ""What the #$@%& do you think you are doing? I thought you said I was doing 48 in a 30. You wrote 88 in a 30?""    The officer said, ""Forty-eight, eighty-eight, what's the difference? Your dad is going to make it go away anyway.""",At Work,wocka,,220
"This is supposedly a true story, it happened in a small town of the province of Quebec, Canada, in October 1996. They showed the video surveillance tape on the news, and even the anchorman was laughing through it.    A robber came into a convenience store wearing a ski mask and a gun wanting to empty the cash register. He took the clerk to the back of the store and locked her up in the fridge. Unfortunately, when he came back to the front of the store, a customer had come in. So he took *off* the ski mask and the gloves, and pretended to be filling in for the clerk. The customer wanted a lottery ticket, so he tried to help her out, pressing a whole bunch of buttons on the machine (thus leaving fingerprints everywhere), but the machine was not cooperating.    Meanwhile, another customer walks in. Finally, he tells the first customer (after about 5 minutes of close-up shots from the camera) that the machine is not working and that he won't be able to help her. The robber *makes the sale* to the second customer and he leaves as well.    The robber then puts back on his gloves to take the money (after touching just about everything in sight *without* gloves), and hides his face with the palm of his hands as he is leaving. This scene lasted well over 10 minutes, during which, you see and hear the robber as well as in a movie.    The day after excerpts of the tape were aired, the phones at the police station were ringing off the hook. Apparently, even though no reward had been offered, people thought he was too stupid to deserve anything else!    He had to turn himself in that same day.",At Work,wocka,,359
"Swiss mountain guides who always do the same trails can get tired answering the same questions over and over. One time an English tourist was giving his guide an especially hard time with silly questions. They were walking through a mountain valley that was strewn with rocks, and the traveler asked, ""How did these rocks get here?""    ""Sir,"" said the guide, ""they were brought down by a glacier.""    The tourist peered up the mountain and said, ""But I don't see any glacier.""    ""Oh, really?"" said the guide. ""I guess it has gone back for more rocks.""",At Work,wocka,,131
What does NASCAR stand for?   Non     Athletic     Sport     Created     Around     Rednecks,Sports,wocka,,38
"A woman calls her boss one morning and tells him that she is staying home because she's not feeling well.    ""What's the matter?"" he asks.    ""I have a case of anal glaucoma,"" she says in a weak voice.    ""What in the hell is anal glaucoma?"" he inquires.    ""Well, I just can't see my ass coming to work today.""",At Work,wocka,,95
Why don't politicians ever consider being gynocologists?        They would have to deal with too much Bush every day!,News / Politics,wocka,,33
